carrera,modalidad,beca,edad,promedio,asistencias,aprobado
Industrial,Virtual,Si,28,7.8,80,Si
Arquitectura,Virtual,Si,28,6.1000000000000005,90,No
Arquitectura,Presencial,Si,25,7.6000000000000005,99,Si
Computacion,Virtual,No,26,4.4,52,No
Medicina,Presencial,No,25,4.2,100,No
Industrial,Presencial,No,18,8.2,61,Si
Industrial,Presencial,Si,29,9.2,67,No
Industrial,Presencial,Si,24,8.1,65,Si
Economia,Virtual,Si,19,9.5,42,No
Arquitectura,Virtual,Si,28,10.0,41,No
Economia,Presencial,No,25,6.5,94,No
Computacion,Presencial,No,28,4.4,71,No
Economia,Presencial,No,19,5.9,72,Si
Arquitectura,Hibrida,Si,21,7.0,70,No
Economia,Virtual,Si,28,8.1,43,No
Computacion,Presencial,Si,23,6.5,89,No
Arquitectura,Presencial,Si,28,10.0,65,No
Medicina,Hibrida,No,27,5.0,74,No
Derecho,Hibrida,No,19,7.4,55,No
Industrial,Hibrida,Si,27,8.7,89,Si
Economia,Presencial,No,28,7.8,59,No
Medicina,Virtual,Si,26,8.7,67,Si
Arquitectura,Hibrida,Si,21,5.8,80,No
Industrial,Hibrida,No,24,9.4,66,No
Arquitectura,Virtual,No,30,5.7,56,No
Derecho,Virtual,Si,26,6.2,32,No
Computacion,Hibrida,No,20,9.8,85,Si
Arquitectura,Hibrida,No,27,5.6,80,No
Computacion,Presencial,No,30,9.4,77,Si
Derecho,Virtual,Si,25,6.800000000000001,39,No
Arquitectura,Presencial,Si,18,8.9,87,Si
Arquitectura,Virtual,Si,22,10.0,80,Si
Medicina,Virtual,No,27,7.2,77,Si
Industrial,Presencial,No,29,9.1,91,Si
Medicina,Hibrida,Si,19,9.799999999999999,100,Si
Derecho,Hibrida,No,30,9.7,95,Si
Medicina,Presencial,No,24,6.9,83,No
Economia,Presencial,No,19,7.3,82,Si
Computacion,Hibrida,Si,24,7.1000000000000005,68,No
Industrial,Presencial,Si,22,8.7,73,No
Medicina,Hibrida,No,18,9.3,77,Si
Computacion,Hibrida,No,30,6.5,95,No
Derecho,Virtual,No,22,4.3,82,No
Arquitectura,Virtual,Si,25,9.7,74,No
Computacion,Virtual,Si,20,6.4,81,No
Medicina,Virtual,Si,30,6.8,75,No
Derecho,Hibrida,No,27,5.5,97,No
Arquitectura,Presencial,No,21,5.9,72,Si
Industrial,Presencial,Si,30,4.6,98,No
Medicina,Hibrida,No,19,9.8,100,Si
Economia,Hibrida,No,20,9.4,95,Si
Economia,Hibrida,No,30,6.8,63,Si
Medicina,Presencial,Si,21,8.7,72,Si
Industrial,Hibrida,No,24,7.1,88,Si
Industrial,Hibrida,Si,21,5.1,54,No
Derecho,Virtual,No,28,6.5,74,No
Derecho,Presencial,No,22,5.7,72,No
Medicina,Presencial,No,20,6.3,87,No
Industrial,Presencial,No,25,5.6,81,No
Economia,Hibrida,No,28,5.7,65,No
Arquitectura,Hibrida,No,20,7.5,62,Si
Medicina,Virtual,Si,30,9.0,72,Si
Computacion,Virtual,Si,18,10.0,62,Si
Arquitectura,Virtual,No,21,5.8,39,No
Derecho,Hibrida,Si,18,8.3,53,No
Computacion,Hibrida,No,29,4.2,76,No
Economia,Hibrida,Si,21,8.7,96,Si
Economia,Hibrida,No,23,5.5,61,No
Industrial,Presencial,No,24,9.9,90,Si
Industrial,Presencial,Si,22,7.3999999999999995,86,Si
Industrial,Presencial,No,27,9.9,92,Si
Medicina,Presencial,Si,27,8.6,100,Si
Economia,Presencial,Si,26,5.0,70,No
Medicina,Virtual,No,24,4.5,85,No
Computacion,Hibrida,No,26,6.9,50,No
Medicina,Hibrida,No,24,8.0,100,Si
Derecho,Hibrida,Si,29,6.5,58,No
Arquitectura,Hibrida,No,18,7.2,89,Si
Industrial,Presencial,Si,29,5.5,96,No
Medicina,Virtual,No,18,5.9,83,No
Medicina,Presencial,Si,19,5.7,78,Si
Medicina,Virtual,Si,22,7.300000000000001,75,Si
Economia,Virtual,No,20,5.6,55,No
Computacion,Presencial,No,27,5.6,56,No
Industrial,Hibrida,Si,29,5.800000000000001,82,Si
Economia,Presencial,No,24,5.9,81,No
Computacion,Presencial,Si,21,9.9,54,No
Derecho,Virtual,No,21,5.6,61,No
Computacion,Virtual,Si,27,10.0,83,Si
Medicina,Hibrida,No,23,9.3,94,Si
Arquitectura,Virtual,Si,20,10.0,68,No
Computacion,Virtual,No,23,8.5,50,No
Computacion,Hibrida,Si,22,7.3,86,Si
Computacion,Hibrida,Si,21,10.0,54,No
Derecho,Virtual,Si,29,8.299999999999999,47,No
Arquitectura,Virtual,No,29,9.0,92,Si
Industrial,Presencial,Si,19,7.5,59,No
Computacion,Presencial,No,29,6.4,62,Si
Economia,Hibrida,No,23,5.2,53,No
Economia,Presencial,Si,21,4.6000000000000005,69,No
Arquitectura,Presencial,Si,18,8.0,97,Si
Economia,Hibrida,No,23,6.7,97,No
Medicina,Presencial,No,23,9.9,75,Si
Industrial,Presencial,Si,20,7.1000000000000005,89,Si
Economia,Presencial,Si,24,6.5,55,No
Computacion,Presencial,No,19,9.5,97,Si
Industrial,Virtual,Si,18,4.5,89,No
Industrial,Presencial,No,26,4.8,82,No
Derecho,Hibrida,Si,28,9.6,72,Si
Industrial,Virtual,No,20,4.2,49,No
Industrial,Presencial,Si,18,6.199999999999999,64,No
Industrial,Hibrida,No,25,4.8,58,No
Medicina,Presencial,Si,20,5.4,67,No
Economia,Hibrida,No,27,7.0,58,No
Derecho,Hibrida,No,19,4.9,72,No
Economia,Presencial,Si,23,8.799999999999999,82,Si
Computacion,Hibrida,Si,28,9.7,75,Si
Economia,Hibrida,Si,20,8.899999999999999,61,Si
Economia,Virtual,No,22,6.7,60,Si
Arquitectura,Presencial,No,19,7.8,96,Si
Economia,Virtual,No,29,5.6,44,No
Economia,Hibrida,No,24,8.8,64,Si
Medicina,Hibrida,No,29,9.3,83,Si
Arquitectura,Hibrida,Si,19,6.0,92,No
Derecho,Presencial,Si,19,10.0,96,Si
Computacion,Virtual,No,27,5.7,79,No
Computacion,Hibrida,Si,21,7.3999999999999995,63,No
Industrial,Virtual,No,29,5.5,46,No
Arquitectura,Hibrida,Si,22,7.3999999999999995,86,Si
Derecho,Virtual,No,20,7.4,71,No
Industrial,Virtual,No,21,7.8,71,No
Derecho,Hibrida,No,25,4.0,85,No
Arquitectura,Hibrida,No,28,7.2,99,Si
Economia,Virtual,Si,27,10.0,63,Si
Derecho,Hibrida,Si,30,8.799999999999999,83,Si
Derecho,Presencial,No,26,7.1,77,Si
Economia,Hibrida,No,25,9.4,90,Si
Computacion,Hibrida,No,22,5.9,85,Si
Economia,Hibrida,No,27,6.0,86,No
Derecho,Presencial,Si,23,8.6,55,No
Economia,Hibrida,No,27,7.8,82,Si
Medicina,Virtual,No,22,4.5,85,No
Medicina,Hibrida,Si,24,7.4,100,Si
Arquitectura,Hibrida,No,24,5.5,64,Si
Medicina,Virtual,No,19,8.6,96,Si
Computacion,Hibrida,No,25,7.2,77,Si
Industrial,Presencial,Si,27,10.0,72,No
Computacion,Presencial,No,30,5.2,52,No
Industrial,Virtual,No,28,7.8,48,No
Arquitectura,Virtual,Si,22,9.0,78,Si
Computacion,Hibrida,No,24,7.9,53,No
Industrial,Hibrida,Si,22,4.2,63,No
Computacion,Presencial,No,21,6.6,65,Si
Arquitectura,Virtual,No,29,6.9,57,No
Medicina,Presencial,No,21,7.5,80,Si
Medicina,Virtual,No,29,8.9,81,Si
Computacion,Hibrida,No,29,5.2,94,No
Economia,Hibrida,Si,19,8.2,59,No
Economia,Virtual,No,29,7.8,84,Si
Economia,Hibrida,Si,20,10.0,72,No
Industrial,Hibrida,Si,26,6.0,51,No
Economia,Hibrida,Si,19,9.6,74,Si
Arquitectura,Virtual,No,25,7.8,53,No
Computacion,Virtual,Si,25,9.5,47,No
Medicina,Virtual,No,19,4.9,88,No
Economia,Hibrida,Si,23,5.5,56,No
Arquitectura,Presencial,Si,26,9.2,71,Si
Medicina,Virtual,No,23,6.3,78,No
Economia,Virtual,No,29,7.7,80,Si
Economia,Presencial,No,26,6.8,81,Si
Medicina,Hibrida,Si,20,9.0,96,Si
Computacion,Virtual,No,29,5.4,41,No
Arquitectura,Virtual,No,19,10.0,86,Si
Economia,Hibrida,No,25,6.7,64,No
Arquitectura,Virtual,Si,28,5.0,79,No
Derecho,Virtual,No,25,9.8,54,No
Derecho,Virtual,No,28,9.8,70,Si
Medicina,Hibrida,No,28,6.2,77,No
Derecho,Presencial,Si,26,6.5,73,Si
Industrial,Hibrida,No,25,8.5,69,No
Economia,Hibrida,Si,28,6.6,52,No
Arquitectura,Virtual,Si,30,5.4,48,No
Industrial,Virtual,No,18,5.8,71,Si
Arquitectura,Virtual,Si,22,9.0,61,No
Industrial,Presencial,No,19,7.3,95,Si
Economia,Presencial,Si,25,10.0,73,Si
Computacion,Virtual,Si,21,7.7,66,Si
Arquitectura,Hibrida,Si,28,9.2,98,Si
Medicina,Virtual,No,27,4.2,85,No
Economia,Virtual,Si,24,10.0,51,No
Derecho,Hibrida,No,25,6.4,65,Si
Derecho,Virtual,No,21,6.2,77,No
Arquitectura,Virtual,Si,25,4.7,49,No
Computacion,Presencial,Si,30,6.699999999999999,56,No
Computacion,Virtual,Si,18,8.0,59,No
Arquitectura,Presencial,No,24,9.1,64,Si
Industrial,Hibrida,No,25,8.6,54,No
Economia,Hibrida,Si,21,8.2,92,Si
Medicina,Hibrida,Si,30,6.9,100,No
Derecho,Virtual,Si,26,5.8,61,No
Derecho,Hibrida,No,30,7.5,66,No
Computacion,Presencial,No,24,9.6,56,No
Derecho,Hibrida,Si,21,8.9,60,No
Derecho,Virtual,Si,30,6.8999999999999995,36,No
Derecho,Virtual,No,24,9.9,83,Si
Economia,Hibrida,No,24,9.5,94,Si
Economia,Hibrida,No,22,5.7,54,No
Computacion,Hibrida,No,19,5.3,78,No
Computacion,Hibrida,No,20,4.3,85,No
Industrial,Hibrida,Si,29,8.299999999999999,78,Si
Arquitectura,Virtual,Si,26,9.5,47,No
Industrial,Presencial,Si,18,10.0,66,Si
Derecho,Virtual,No,18,9.4,47,No
Arquitectura,Presencial,No,18,5.2,82,No
Medicina,Virtual,No,25,4.3,73,No
Medicina,Virtual,Si,26,6.0,81,Si
Medicina,Virtual,No,29,9.0,91,Si
Medicina,Presencial,Si,22,7.7,94,Si
Computacion,Hibrida,No,27,5.3,64,No
Industrial,Presencial,No,22,7.9,100,Si
Arquitectura,Virtual,No,22,4.7,82,No
Economia,Hibrida,Si,27,8.7,74,Si
Arquitectura,Presencial,No,28,4.1,69,No
Industrial,Presencial,No,28,4.3,85,No
Economia,Hibrida,Si,21,6.5,84,Si
Computacion,Virtual,No,20,4.7,59,No
Derecho,Hibrida,No,29,4.8,71,No
Medicina,Presencial,Si,20,5.1000000000000005,91,No
Economia,Virtual,Si,20,9.399999999999999,76,Si
Arquitectura,Presencial,No,21,8.1,89,Si
Computacion,Virtual,No,25,5.4,63,No
Economia,Virtual,No,27,5.3,78,No
Derecho,Hibrida,Si,22,4.3999999999999995,98,No
Derecho,Presencial,Si,27,6.8,82,No
Medicina,Hibrida,Si,21,6.4,100,No
Medicina,Presencial,No,29,4.2,62,No
Medicina,Presencial,No,19,4.8,100,No
Computacion,Virtual,No,26,8.9,83,Si
Medicina,Virtual,No,19,8.5,71,Si
Industrial,Virtual,Si,18,6.6,50,No
Industrial,Hibrida,No,28,7.8,64,No
Industrial,Virtual,Si,18,5.9,48,No
Industrial,Hibrida,No,23,9.5,81,Si
Economia,Virtual,Si,30,4.7,71,No
Arquitectura,Virtual,No,29,8.8,50,No
Medicina,Presencial,No,22,5.0,65,No
Arquitectura,Virtual,No,30,6.9,49,No
Medicina,Hibrida,No,24,5.8,88,Si
Industrial,Virtual,No,23,6.8,63,Si
Medicina,Hibrida,Si,22,7.0,82,Si
Computacion,Hibrida,No,28,6.3,72,No
Computacion,Virtual,No,29,7.5,78,Si
Industrial,Hibrida,No,19,5.3,58,No
Arquitectura,Virtual,Si,27,9.299999999999999,59,No
Economia,Virtual,Si,30,8.0,68,Si
Medicina,Hibrida,Si,29,9.3,84,Si
Medicina,Presencial,No,19,4.8,99,No
Industrial,Presencial,No,26,9.8,91,Si
Economia,Presencial,Si,21,5.4,99,No
Derecho,Hibrida,Si,22,6.3,51,No
Computacion,Virtual,No,29,5.4,33,No
Industrial,Presencial,Si,23,6.8999999999999995,75,Si
Economia,Presencial,Si,26,6.699999999999999,80,Si
Medicina,Virtual,No,26,9.3,81,Si
Economia,Presencial,Si,19,10.0,90,Si
Computacion,Virtual,Si,23,6.5,60,Si
Derecho,Virtual,No,30,10.0,42,No
Computacion,Virtual,No,26,7.2,61,Si
Derecho,Presencial,Si,29,7.6,58,No
Computacion,Virtual,Si,19,8.1,80,Si
Derecho,Hibrida,Si,26,9.3,86,Si
Arquitectura,Virtual,Si,30,8.799999999999999,56,No
Medicina,Presencial,Si,25,9.7,97,Si
Computacion,Presencial,Si,30,5.5,85,No
Computacion,Virtual,Si,29,4.4,63,No
Derecho,Presencial,Si,28,5.5,95,Si
Industrial,Virtual,No,22,6.2,60,Si
Arquitectura,Virtual,Si,28,9.899999999999999,48,No
Medicina,Presencial,No,23,7.9,57,No
Medicina,Hibrida,No,22,5.7,61,No
Medicina,Presencial,No,26,9.5,80,Si
Derecho,Presencial,Si,27,10.0,82,Si
Derecho,Hibrida,Si,24,7.2,91,Si
Computacion,Virtual,No,25,9.9,47,No
Medicina,Presencial,No,29,8.0,84,Si
Arquitectura,Hibrida,No,18,4.6,52,No
Arquitectura,Virtual,No,27,9.9,71,Si
Derecho,Virtual,Si,27,5.2,48,No
Derecho,Presencial,Si,29,5.300000000000001,86,No
Economia,Hibrida,Si,30,7.300000000000001,71,Si
Computacion,Virtual,No,23,8.9,36,No
Arquitectura,Hibrida,No,19,5.7,60,No
Medicina,Virtual,No,22,8.2,56,No
Medicina,Presencial,No,20,6.3,86,Si
Arquitectura,Presencial,Si,20,6.6,86,No
Medicina,Hibrida,No,21,8.6,100,Si
Medicina,Virtual,Si,30,5.7,63,No
Economia,Hibrida,No,26,7.0,88,Si
Medicina,Virtual,No,19,6.0,72,No
Industrial,Hibrida,Si,20,7.7,86,Si
Economia,Hibrida,Si,28,6.2,68,No
Computacion,Hibrida,Si,29,4.3,68,No
Industrial,Virtual,No,21,6.9,44,No
Medicina,Virtual,Si,20,6.4,89,No
Derecho,Presencial,Si,29,10.0,90,Si
Industrial,Virtual,Si,25,6.1,87,Si
Derecho,Virtual,No,19,5.6,53,No
Computacion,Presencial,Si,26,6.199999999999999,89,Si
Economia,Hibrida,No,25,8.8,60,Si
Arquitectura,Hibrida,Si,30,10.0,91,Si
Industrial,Virtual,No,30,6.9,39,No
Arquitectura,Presencial,Si,20,7.199999999999999,60,Si
Derecho,Virtual,No,18,4.3,53,No
Computacion,Hibrida,Si,29,10.0,53,No
Medicina,Presencial,No,22,4.9,94,No
Industrial,Hibrida,No,23,5.6,53,No
Economia,Presencial,Si,19,6.9,81,No
Industrial,Presencial,No,25,9.7,67,No
Derecho,Hibrida,Si,22,10.0,93,Si
Economia,Virtual,Si,29,9.299999999999999,77,Si
Derecho,Hibrida,No,26,8.2,71,Si
Derecho,Hibrida,Si,21,5.7,80,Si
Industrial,Hibrida,Si,18,5.3999999999999995,64,No
Derecho,Presencial,No,30,6.9,66,Si
Arquitectura,Hibrida,No,21,8.3,79,Si
Derecho,Presencial,No,18,5.9,54,No
Derecho,Presencial,Si,23,5.0,51,No
Economia,Virtual,No,18,8.8,61,Si
Derecho,Hibrida,No,23,6.4,54,No
Arquitectura,Presencial,No,23,9.1,58,No
Arquitectura,Presencial,No,30,7.1,87,Si
Derecho,Hibrida,No,18,6.1,97,Si
Industrial,Virtual,No,30,9.8,69,Si
Industrial,Virtual,No,23,7.0,40,No
Derecho,Presencial,Si,22,7.2,51,No
Industrial,Virtual,Si,19,8.7,68,No
Derecho,Virtual,Si,18,9.5,31,No
Computacion,Virtual,Si,18,6.300000000000001,68,Si
Industrial,Virtual,No,25,9.3,58,No
Industrial,Virtual,Si,26,4.3999999999999995,92,No
Economia,Virtual,Si,18,8.8,79,Si
Arquitectura,Hibrida,Si,26,7.8,52,No
Medicina,Hibrida,Si,24,9.7,98,Si
Medicina,Hibrida,No,19,7.2,100,Si
Arquitectura,Presencial,No,28,4.2,87,No
Medicina,Hibrida,Si,24,6.9,88,No
Industrial,Virtual,Si,18,8.8,77,Si
Economia,Virtual,Si,28,5.5,47,No
Arquitectura,Presencial,Si,26,5.6,99,No
Arquitectura,Hibrida,No,19,7.8,72,No
Arquitectura,Hibrida,Si,24,7.0,55,No
Arquitectura,Presencial,No,24,7.2,96,Si
Economia,Presencial,No,30,6.9,56,No
Economia,Virtual,No,18,6.1,72,No
Derecho,Virtual,Si,30,4.7,34,No
Computacion,Hibrida,Si,20,6.3999999999999995,72,No
Derecho,Presencial,No,29,6.9,100,Si
Industrial,Presencial,Si,24,7.4,85,Si
Derecho,Virtual,Si,23,5.7,71,Si
Economia,Hibrida,Si,20,10.0,68,Si
Computacion,Virtual,No,27,10.0,76,Si
Arquitectura,Hibrida,Si,27,9.6,75,Si
Arquitectura,Virtual,Si,22,6.3,64,No
Economia,Presencial,Si,30,8.0,51,No
Derecho,Virtual,Si,27,6.2,59,No
Economia,Presencial,No,27,7.4,91,Si
Economia,Virtual,No,20,7.1,70,Si
Arquitectura,Hibrida,No,20,4.9,59,No
Economia,Hibrida,No,18,4.0,58,No
Derecho,Presencial,No,18,6.2,97,No
Computacion,Presencial,No,19,8.0,83,Si
Computacion,Virtual,Si,26,9.4,55,No
Medicina,Presencial,Si,20,5.7,70,Si
Economia,Virtual,Si,27,7.3999999999999995,44,No
Medicina,Hibrida,No,26,8.9,77,Si
Computacion,Presencial,Si,30,10.0,94,Si
Arquitectura,Virtual,Si,29,4.800000000000001,67,No
Computacion,Presencial,Si,19,10.0,52,No
Medicina,Hibrida,Si,22,9.2,96,Si
Medicina,Presencial,Si,22,7.4,100,Si
Industrial,Presencial,Si,27,8.9,89,Si
Medicina,Hibrida,Si,22,8.8,89,Si
Economia,Presencial,Si,21,5.699999999999999,67,No
Arquitectura,Presencial,Si,26,7.8,69,No
Computacion,Hibrida,Si,20,6.300000000000001,57,No
Computacion,Virtual,No,25,4.2,55,No
Industrial,Virtual,Si,30,10.0,55,No
Arquitectura,Virtual,Si,19,4.699999999999999,43,No
Medicina,Virtual,No,25,4.8,86,No
Medicina,Hibrida,No,30,4.3,100,No
Derecho,Virtual,No,22,7.7,68,Si
Derecho,Presencial,Si,29,6.2,97,No
Computacion,Presencial,No,22,4.4,74,No
Derecho,Virtual,No,23,5.4,48,No
Medicina,Presencial,Si,28,9.8,60,No
Industrial,Virtual,No,24,8.7,45,No
Computacion,Virtual,No,18,4.4,64,No
Medicina,Virtual,No,26,6.3,92,No
Arquitectura,Presencial,No,18,9.4,65,Si
Computacion,Presencial,Si,25,9.4,50,No
Derecho,Hibrida,No,23,7.4,69,Si
Derecho,Presencial,No,26,4.6,54,No
Arquitectura,Hibrida,No,18,10.0,67,No
Derecho,Presencial,No,22,5.8,72,Si
Arquitectura,Virtual,No,22,5.4,50,No
Industrial,Virtual,No,23,9.6,56,No
Industrial,Presencial,Si,29,6.1000000000000005,65,No
Computacion,Virtual,Si,24,8.4,61,No
Industrial,Hibrida,No,28,9.0,65,Si
Medicina,Presencial,No,30,6.6,68,No
Industrial,Hibrida,Si,21,9.5,85,Si
Medicina,Virtual,Si,27,5.300000000000001,78,No
Economia,Hibrida,Si,21,6.199999999999999,62,No
Medicina,Hibrida,No,25,9.6,82,Si
Arquitectura,Hibrida,Si,25,9.6,70,Si
Industrial,Presencial,No,20,6.0,75,No
Arquitectura,Hibrida,Si,23,8.7,75,Si
Arquitectura,Hibrida,No,18,4.6,68,No
Industrial,Hibrida,No,23,6.9,64,No
Derecho,Virtual,Si,25,8.5,39,No
Derecho,Virtual,No,20,7.6,85,Si
Arquitectura,Presencial,No,18,4.0,92,No
Computacion,Hibrida,Si,19,9.0,77,Si
Arquitectura,Virtual,Si,26,5.6,59,No
Derecho,Presencial,Si,28,8.5,82,Si
Arquitectura,Virtual,No,27,7.7,81,Si
Derecho,Hibrida,Si,19,4.6000000000000005,92,No
Industrial,Virtual,Si,28,10.0,58,No
Derecho,Presencial,Si,30,10.0,85,Si
Medicina,Presencial,Si,26,8.5,84,Si
Industrial,Hibrida,Si,18,5.1000000000000005,76,No
Industrial,Virtual,Si,24,7.3,63,Si
Economia,Presencial,Si,20,5.9,86,No
Industrial,Presencial,Si,23,4.8999999999999995,84,No
Medicina,Virtual,Si,20,6.8,77,No
Arquitectura,Hibrida,No,20,9.6,70,Si
Arquitectura,Virtual,No,22,5.8,70,No
Derecho,Hibrida,No,30,8.2,84,Si
Computacion,Presencial,Si,22,8.899999999999999,64,Si
Computacion,Hibrida,Si,23,7.5,80,Si
Industrial,Virtual,Si,30,8.4,64,Si
Arquitectura,Presencial,Si,23,7.6,94,Si
Economia,Virtual,Si,25,5.7,66,No
Medicina,Hibrida,Si,21,5.1000000000000005,83,No
Computacion,Presencial,No,23,7.9,87,Si
Medicina,Virtual,Si,29,7.2,100,Si
Medicina,Hibrida,No,30,6.1,100,No
Economia,Hibrida,No,22,8.1,54,No
Industrial,Presencial,No,25,4.1,95,No
Derecho,Virtual,No,28,6.8,69,Si
Economia,Hibrida,No,29,9.1,63,Si
Computacion,Hibrida,Si,23,6.4,65,No
Industrial,Presencial,Si,28,5.9,90,No
Derecho,Presencial,Si,18,9.9,93,Si
Computacion,Presencial,No,21,8.3,72,No
Economia,Hibrida,No,20,5.1,80,No
Computacion,Hibrida,No,18,7.3,58,No
Economia,Hibrida,Si,24,8.5,60,No
Derecho,Hibrida,No,23,4.4,89,No
Economia,Virtual,No,19,8.1,46,No
Computacion,Presencial,Si,27,6.3999999999999995,84,No
Derecho,Virtual,Si,21,8.4,39,No
Derecho,Presencial,Si,23,4.7,97,No
Industrial,Presencial,No,28,4.9,90,No
Medicina,Virtual,Si,27,5.4,82,No
Arquitectura,Presencial,No,29,6.4,57,No
Medicina,Hibrida,No,26,6.8,100,Si
Derecho,Presencial,No,23,5.7,66,Si
Computacion,Virtual,Si,24,6.3,68,No
Economia,Virtual,No,26,4.2,63,No
Economia,Presencial,No,29,5.0,50,No
Economia,Presencial,Si,23,4.5,51,No
Medicina,Hibrida,No,19,8.4,100,Si
Derecho,Hibrida,No,23,5.0,65,No
Derecho,Hibrida,Si,23,7.2,85,Si
Medicina,Hibrida,No,21,6.1,72,No
Industrial,Virtual,No,24,5.0,60,No
Computacion,Presencial,Si,19,9.6,99,Si
Arquitectura,Hibrida,No,20,6.8,95,No
Arquitectura,Presencial,No,18,5.3,78,No
Arquitectura,Presencial,Si,18,6.1,72,No
Arquitectura,Presencial,No,19,9.0,77,Si
Economia,Presencial,Si,27,10.0,64,No
Industrial,Virtual,No,27,9.3,37,No
Economia,Hibrida,No,25,5.9,81,No
Computacion,Presencial,Si,30,7.3,87,Si
Industrial,Virtual,No,25,6.5,40,No
Economia,Hibrida,Si,19,10.0,50,No
Economia,Hibrida,No,18,8.8,56,No
Industrial,Presencial,Si,19,9.0,62,Si
Medicina,Presencial,Si,26,5.7,90,Si
Industrial,Hibrida,Si,18,8.299999999999999,81,Si
Industrial,Presencial,Si,29,9.6,88,Si
Arquitectura,Presencial,No,19,7.8,71,No
Computacion,Presencial,Si,26,8.5,97,Si
Economia,Presencial,No,29,7.9,85,Si
Arquitectura,Virtual,Si,26,9.4,54,No
Industrial,Presencial,Si,29,9.5,86,Si
Derecho,Virtual,No,27,7.5,75,Si
Economia,Virtual,No,30,5.9,51,No
Arquitectura,Presencial,No,20,6.3,99,No
Economia,Hibrida,Si,22,9.4,72,Si
Medicina,Presencial,No,21,6.0,100,Si
Arquitectura,Hibrida,No,28,7.8,86,Si
Medicina,Hibrida,No,23,7.0,82,Si
Derecho,Hibrida,No,23,6.5,85,Si
Medicina,Hibrida,No,21,9.9,98,Si
Industrial,Presencial,Si,25,8.5,56,No
Medicina,Virtual,Si,28,8.3,67,Si
Arquitectura,Hibrida,Si,24,7.7,59,No
Arquitectura,Virtual,No,18,5.4,44,No
Arquitectura,Virtual,Si,26,6.6,93,Si
Derecho,Hibrida,No,23,5.2,79,No
Industrial,Hibrida,No,30,4.7,89,No
Economia,Hibrida,Si,21,5.0,58,No
Computacion,Virtual,No,30,7.7,40,No
Economia,Virtual,No,29,6.7,43,No
Medicina,Presencial,No,22,4.4,85,No
Economia,Hibrida,No,30,6.8,75,Si
Derecho,Presencial,Si,28,7.699999999999999,90,Si
Computacion,Virtual,No,18,6.6,67,No
Derecho,Presencial,Si,28,8.600000000000001,51,No
Medicina,Hibrida,No,21,8.0,76,Si
Economia,Hibrida,No,18,4.8,76,No
Economia,Virtual,Si,25,7.7,85,Si
Industrial,Presencial,No,24,9.1,62,Si
Arquitectura,Presencial,No,28,8.9,52,No
Derecho,Hibrida,Si,24,7.9,96,Si
Derecho,Virtual,Si,20,9.7,52,No
Economia,Hibrida,Si,24,5.1,99,No
Medicina,Presencial,Si,23,8.1,66,Si
Derecho,Virtual,No,27,4.2,57,No
Computacion,Virtual,Si,29,4.9,80,No
Derecho,Hibrida,Si,29,8.299999999999999,86,Si
Arquitectura,Presencial,Si,18,9.1,64,Si
Derecho,Virtual,Si,18,9.8,49,No
Medicina,Hibrida,No,20,6.7,63,Si
Arquitectura,Virtual,No,29,7.2,68,No
Derecho,Presencial,No,21,4.9,94,No
Industrial,Hibrida,Si,19,10.0,60,Si
Computacion,Virtual,No,24,8.2,58,No
Economia,Virtual,No,18,9.1,71,No
Economia,Virtual,Si,29,8.1,61,Si
Arquitectura,Virtual,No,25,7.0,71,Si
Computacion,Hibrida,No,24,5.9,79,No
Computacion,Virtual,Si,20,10.0,63,Si
Economia,Presencial,No,26,4.4,88,No
Derecho,Virtual,Si,29,8.0,61,Si
Economia,Presencial,No,19,7.9,77,Si
Medicina,Hibrida,No,26,7.1,100,Si
Industrial,Virtual,No,22,10.0,70,No
Derecho,Virtual,Si,19,9.4,85,Si
Derecho,Virtual,No,19,9.0,95,Si
Arquitectura,Presencial,No,26,4.1,78,No
Industrial,Presencial,No,18,8.2,99,Si
Medicina,Virtual,Si,23,5.6,84,Si
Economia,Presencial,No,21,5.3,85,No
Industrial,Virtual,No,25,8.2,77,Si
Industrial,Presencial,No,19,4.5,86,No
Computacion,Hibrida,No,18,8.9,81,Si
Economia,Presencial,Si,18,6.5,59,No
Medicina,Presencial,Si,29,8.2,66,No
Derecho,Hibrida,No,23,9.4,100,Si
Economia,Hibrida,No,28,8.2,92,Si
Economia,Hibrida,Si,27,7.2,88,Si
Industrial,Virtual,No,30,5.0,42,No
Industrial,Hibrida,No,28,7.9,53,No
Medicina,Virtual,Si,23,8.7,61,No
Industrial,Virtual,Si,21,6.1000000000000005,87,No
Medicina,Hibrida,No,24,7.2,100,Si
Computacion,Hibrida,No,23,7.0,55,No
Medicina,Virtual,Si,30,6.6000000000000005,66,Si
Economia,Hibrida,Si,26,4.7,71,No
Industrial,Presencial,No,25,5.5,71,Si
Arquitectura,Hibrida,No,21,5.1,73,No
Economia,Presencial,No,29,7.5,56,No
Computacion,Hibrida,Si,29,7.8,94,Si
Economia,Virtual,No,26,7.7,77,Si
Derecho,Presencial,Si,23,9.1,76,Si
Computacion,Hibrida,No,29,8.2,91,Si
Arquitectura,Presencial,Si,20,5.1000000000000005,76,No
Medicina,Hibrida,Si,18,6.4,80,Si
Arquitectura,Hibrida,No,30,7.3,56,No
Derecho,Presencial,No,25,9.8,66,No
Arquitectura,Virtual,No,22,6.3,58,No
Medicina,Presencial,No,29,7.3,81,Si
